frame,id,x,y,w,h,class_id,score,unique_ids_seen
219,1,312,583,186,90,2,0.683997,6
220,1,311,587,185,86,2,0.672392,6
221,1,311,588,185,85,2,0.672392,6
222,1,312,586,186,88,2,0.663229,6
223,1,312,586,186,88,2,0.663229,6
224,1,313,581,186,92,2,0.664736,6
225,1,313,581,186,93,2,0.664736,6
226,1,313,580,185,94,2,0.672141,6
227,1,313,580,185,94,2,0.672141,6
228,1,313,589,183,87,2,0.62599,6
229,1,313,590,183,86,2,0.62599,6
230,1,313,584,185,92,2,0.677752,7
230,6,1812,667,55,117,0,0.443914,7
231,1,313,584,185,92,2,0.677752,7
231,6,1812,667,55,117,0,0.443914,7
232,1,312,581,186,96,2,0.739123,7
232,6,1813,669,55,119,0,0.403255,7
233,1,313,581,186,97,2,0.739123,7
233,6,1813,669,55,119,0,0.403255,7
234,1,312,581,186,97,2,0.688572,7
234,6,1813,670,55,119,0,0.403255,7
235,1,313,581,186,97,2,0.688572,7
235,6,1814,671,55,119,0,0.403255,7
236,1,312,600,181,78,2,0.653841,7
236,6,1814,671,55,119,0,0.403255,7
237,1,311,602,180,76,2,0.653841,7
237,6,1814,672,55,119,0,0.403255,7
238,1,313,601,180,79,2,0.619476,7
238,6,1814,673,55,119,0,0.403255,7
239,1,313,602,180,78,2,0.619476,7
239,6,1814,674,55,119,0,0.403255,7
240,1,313,595,183,86,2,0.661541,7
240,6,1814,675,55,120,0,0.403255,7
241,1,313,595,183,87,2,0.661541,7
241,6,1815,675,55,120,0,0.403255,7
242,1,313,593,183,88,2,0.636162,7
242,6,1815,676,55,120,0,0.403255,7
243,1,314,593,183,89,2,0.636162,7
243,6,1815,677,55,120,0,0.403255,7
244,1,312,603,178,76,2,0.651648,7
244,6,1815,678,55,120,0,0.403255,7
245,1,311,604,178,74,2,0.651648,7
245,6,1815,679,55,120,0,0.403255,7
246,1,312,606,179,73,2,0.684996,7
246,6,1816,680,55,120,0,0.403255,7
247,1,312,607,179,72,2,0.684996,7
247,6,1816,681,55,120,0,0.403255,7
248,1,312,605,181,76,2,0.679297,7
248,6,1816,681,55,120,0,0.403255,7
249,1,312,605,182,76,2,0.679297,7
249,6,1816,682,55,120,0,0.403255,7
250,1,312,598,185,85,2,0.713828,7
250,6,1816,683,55,120,0,0.403255,7
251,1,312,597,186,86,2,0.713828,7
251,6,1816,684,55,120,0,0.403255,7
252,1,314,590,187,94,2,0.7161,7
252,6,1817,685,55,120,0,0.403255,7
253,1,314,589,187,96,2,0.7161,7
253,6,1817,686,55,120,0,0.403255,7
254,1,315,588,186,97,2,0.703982,7
254,6,1817,687,55,120,0,0.403255,7
255,1,315,587,186,98,2,0.703982,7
255,6,1817,687,55,120,0,0.403255,7
256,1,315,597,183,88,2,0.640382,7
256,6,1817,688,55,120,0,0.403255,7
257,1,315,598,183,87,2,0.640382,7
257,6,1818,689,55,120,0,0.403255,7
258,1,314,604,181,82,2,0.642731,7
258,6,1818,690,55,120,0,0.403255,7
259,1,314,605,180,81,2,0.642731,7
259,6,1818,691,55,120,0,0.403255,7
260,1,315,609,180,76,2,0.644467,7
260,6,1818,692,55,120,0,0.403255,7
261,1,314,611,180,75,2,0.644467,7
261,6,1818,693,55,120,0,0.403255,7
262,1,315,601,182,85,2,0.668669,7
262,6,1818,694,55,120,0,0.403255,7
263,1,315,601,182,86,2,0.668669,7
263,6,1819,694,55,120,0,0.403255,7
264,1,315,599,183,88,2,0.656919,7
264,6,1819,695,55,120,0,0.403255,7
265,1,316,598,184,88,2,0.656919,7
265,6,1819,696,55,120,0,0.403255,7
266,1,316,601,184,86,2,0.631494,7
266,6,1819,697,55,120,0,0.403255,7
267,1,316,601,184,86,2,0.631494,7
267,6,1819,698,55,120,0,0.403255,7
268,1,316,607,182,80,2,0.650106,7
268,6,1819,699,55,120,0,0.403255,7
269,1,316,608,182,79,2,0.650106,7
269,6,1820,700,55,120,0,0.403255,7
270,1,316,609,182,78,2,0.658153,7
270,6,1820,700,55,120,0,0.403255,7
271,1,316,610,182,77,2,0.658153,7
271,6,1820,701,55,120,0,0.403255,7
272,1,316,601,184,86,2,0.682579,7
273,1,316,600,184,87,2,0.682579,7
274,1,316,594,186,93,2,0.709623,7
275,1,316,593,186,95,2,0.709623,7
276,1,316,592,188,96,2,0.762682,7
277,1,316,592,188,97,2,0.762682,7
278,1,316,592,188,96,2,0.777175,7
279,1,316,592,189,97,2,0.777175,7
280,1,317,593,187,95,2,0.753207,7
281,1,317,593,187,96,2,0.753207,7
282,1,317,593,187,95,2,0.754729,7
283,1,318,593,187,95,2,0.754729,7
284,1,318,593,186,95,2,0.730163,7
285,1,318,593,186,95,2,0.730163,7
286,1,318,593,186,95,2,0.721278,7
287,1,318,593,186,95,2,0.721278,7
288,1,318,593,186,95,2,0.718147,7
289,1,318,593,186,95,2,0.718147,7
290,1,318,593,187,95,2,0.771259,7
291,1,318,593,187,95,2,0.771259,7
292,1,318,592,187,95,2,0.785883,7
293,1,319,592,187,95,2,0.785883,7
294,1,318,593,186,95,2,0.693901,7
295,1,318,593,186,95,2,0.693901,7
296,1,318,593,186,96,2,0.735612,7
297,1,318,593,186,96,2,0.735612,7
298,1,318,593,187,96,2,0.734568,7
299,1,318,593,187,96,2,0.734568,7
300,1,318,593,186,95,2,0.69998,7
301,1,318,593,186,95,2,0.69998,7
302,1,318,592,186,96,2,0.736342,7
303,1,317,592,186,96,2,0.736342,7
304,1,318,592,186,97,2,0.742865,7
305,1,318,592,186,97,2,0.742865,7
306,1,318,591,186,97,2,0.736171,7
307,1,318,591,186,97,2,0.736171,7
308,1,318,592,185,96,2,0.70966,7
309,1,318,592,185,96,2,0.70966,7
310,1,318,592,185,96,2,0.710225,7
311,1,318,592,184,96,2,0.710225,7
312,1,318,591,184,96,2,0.70543,7
313,1,318,591,184,96,2,0.70543,7
314,1,318,591,184,96,2,0.689931,7
315,1,318,591,184,96,2,0.689931,7
316,1,318,597,181,89,2,0.653727,7
317,1,318,598,181,88,2,0.653727,7
318,1,319,609,178,78,2,0.646705,7
319,1,319,610,177,76,2,0.646705,7
320,1,319,611,177,76,2,0.638802,7
321,1,319,612,177,75,2,0.638802,7
322,1,319,602,180,85,2,0.646164,7
323,1,319,601,180,85,2,0.646164,7
324,1,318,598,181,88,2,0.64475,7
325,1,318,597,181,88,2,0.64475,7
326,1,319,606,179,80,2,0.64998,7
327,1,319,607,178,79,2,0.64998,7
328,1,318,601,179,85,2,0.64295,7
329,1,318,601,180,85,2,0.64295,7
330,1,318,598,181,88,2,0.645028,7
331,1,318,597,181,89,2,0.645028,7
332,1,318,597,182,89,2,0.646501,7
333,1,318,597,182,89,2,0.646501,7
334,1,318,599,182,87,2,0.6341,7
335,1,318,599,182,87,2,0.6341,7
336,1,318,596,183,90,2,0.664497,7
337,1,318,596,183,90,2,0.664497,7
338,1,318,597,183,89,2,0.669449,7
339,1,318,597,183,89,2,0.669449,7
340,1,318,598,182,87,2,0.668561,7
341,1,318,599,182,87,2,0.668561,7
342,1,318,599,182,87,2,0.666497,7
343,1,318,599,182,87,2,0.666497,7
344,1,318,601,181,85,2,0.657845,7
345,1,318,601,181,85,2,0.657845,7
346,1,318,602,181,84,2,0.657864,7
347,1,318,602,180,84,2,0.657864,7
348,1,318,601,181,85,2,0.665941,7
349,1,318,601,181,85,2,0.665941,7
350,1,318,603,180,84,2,0.666525,7
351,1,318,603,180,83,2,0.666525,7
352,1,317,604,178,82,2,0.659268,7
353,1,317,604,177,82,2,0.659268,7
354,1,317,605,177,81,2,0.666707,7
355,1,317,605,176,81,2,0.666707,7
356,1,319,610,176,75,2,0.679785,7
357,1,319,610,176,75,2,0.679785,7
358,1,318,607,176,78,2,0.678744,7
359,1,318,607,176,78,2,0.678744,7
360,1,319,610,177,76,2,0.671953,7
361,1,319,610,178,75,2,0.671953,7
362,1,318,604,179,81,2,0.666521,7
363,1,318,604,179,82,2,0.666521,7
364,1,317,602,179,83,2,0.663396,7
365,1,317,601,180,84,2,0.663396,7
366,1,318,608,179,78,2,0.664891,7
367,1,319,608,179,77,2,0.664891,7
368,1,319,610,179,75,2,0.667653,7
369,1,319,611,179,75,2,0.667653,7
370,1,319,610,179,75,2,0.668065,7
371,1,319,611,179,74,2,0.668065,7
372,1,319,611,179,75,2,0.666501,7
373,1,319,611,179,74,2,0.666501,7
374,1,318,605,179,81,2,0.657765,7
375,1,318,604,179,82,2,0.657765,7
376,1,318,601,181,84,2,0.660131,7
377,1,318,600,181,85,2,0.660131,7
378,1,319,600,181,85,2,0.660859,7
379,1,319,600,181,85,2,0.660859,8
379,7,944,461,37,39,2,0.548425,8
380,1,319,600,182,86,2,0.660452,8
380,7,944,461,37,39,2,0.548425,8
381,1,319,600,182,86,2,0.660452,8
381,7,945,466,43,36,2,0.469142,8
382,1,319,598,182,88,2,0.676403,8
382,7,945,467,44,36,2,0.469142,8
383,1,319,597,182,88,2,0.676403,8
383,7,945,468,40,34,2,0.518879,8
384,1,319,594,183,91,2,0.685261,8
384,7,944,469,40,34,2,0.518879,8
385,1,319,594,184,92,2,0.685261,8
385,7,944,470,40,34,2,0.518879,8
386,1,318,595,184,90,2,0.677305,8
386,7,944,472,40,38,2,0.443162,8
387,1,318,595,184,91,2,0.677305,8
387,7,944,474,40,38,2,0.443162,8
388,1,318,595,184,90,2,0.683458,8
388,7,944,474,38,39,2,0.465078,8
389,1,318,595,184,90,2,0.683458,8
389,7,944,476,38,40,2,0.465078,8
390,1,318,593,185,93,2,0.713733,8
390,7,944,477,38,40,2,0.465078,8
391,1,318,592,185,94,2,0.713733,8
391,7,944,479,38,40,2,0.465078,8
392,1,318,592,185,94,2,0.693815,8
392,7,944,480,37,40,2,0.465078,8
393,1,318,591,185,95,2,0.693815,8
393,7,944,482,37,40,2,0.465078,8
394,1,318,591,185,95,2,0.684881,8
394,7,943,483,37,40,2,0.465078,8
395,1,318,591,185,95,2,0.684881,8
395,7,943,485,37,40,2,0.465078,8
396,1,318,591,185,95,2,0.696383,8
396,7,944,483,40,39,2,0.503682,8
397,1,318,591,185,95,2,0.696383,8
397,7,944,484,40,39,2,0.503682,8
398,1,318,591,185,95,2,0.70626,8
398,7,946,485,40,40,2,0.620275,8
399,1,318,591,185,95,2,0.70626,8
399,7,947,486,40,40,2,0.620275,8
400,1,318,592,185,94,2,0.677644,8
400,7,947,488,42,39,2,0.495044,8
401,1,318,592,185,94,2,0.677644,8
401,7,948,489,43,39,2,0.495044,8
402,1,317,592,185,94,2,0.665213,8
402,7,948,491,43,39,2,0.495044,8
403,1,317,592,185,94,2,0.665213,8
403,7,946,495,42,38,2,0.594908,8
404,1,317,592,185,95,2,0.682919,8
404,7,947,496,42,38,2,0.594908,8
405,1,317,592,185,95,2,0.682919,8
405,7,944,496,45,42,2,0.589373,8
406,1,318,597,181,90,2,0.638313,8
406,7,944,498,45,43,2,0.589373,8
407,1,317,598,180,89,2,0.638313,8
407,7,946,498,46,43,2,0.617357,8
408,1,319,600,179,88,2,0.645976,8
408,7,947,499,46,44,2,0.617357,8
409,1,319,600,178,87,2,0.645976,8
409,7,947,500,45,41,2,0.406791,8
410,1,320,602,178,85,2,0.647534,8
410,7,947,502,45,41,2,0.406791,8
411,1,320,603,177,84,2,0.647534,8
411,7,945,503,47,44,2,0.609151,8
412,1,322,611,176,76,2,0.640157,8
412,7,945,505,47,44,2,0.609151,8
413,1,323,612,176,74,2,0.640157,8
413,7,946,507,47,44,2,0.505518,8
414,1,323,613,176,73,2,0.643482,8
414,7,946,509,48,44,2,0.505518,8
415,1,323,614,176,72,2,0.643482,8
415,7,947,508,48,44,2,0.527163,8
416,1,322,601,182,85,2,0.615512,8
416,7,947,509,48,44,2,0.527163,8
417,1,322,600,183,86,2,0.615512,8
417,7,948,510,47,43,2,0.489365,8
418,1,322,595,185,91,2,0.624208,8
418,7,949,511,47,43,2,0.489365,8
419,1,322,593,186,92,2,0.624208,8
419,7,949,512,48,43,2,0.550942,8
420,1,323,604,182,82,2,0.608112,8
420,7,949,513,48,43,2,0.550942,8
421,1,323,604,182,81,2,0.608112,8
421,7,950,514,48,43,2,0.550942,8
422,1,323,609,181,77,2,0.618041,8
422,7,949,517,49,46,2,0.419494,8
423,1,324,610,180,76,2,0.618041,8
423,7,949,518,50,46,2,0.419494,8
424,1,323,604,180,83,2,0.619163,8
424,7,949,519,53,47,2,0.516465,8
425,1,323,603,179,83,2,0.619163,8
425,7,949,520,53,47,2,0.516465,8
426,1,324,603,178,84,2,0.608573,8
426,7,949,525,52,45,2,0.501665,8
427,1,324,603,178,84,2,0.608573,8
427,7,950,527,52,45,2,0.501665,8
428,1,325,610,180,75,2,0.602847,8
428,7,950,529,53,47,2,0.54752,8
429,1,325,611,180,74,2,0.602847,8
429,7,951,531,53,47,2,0.54752,8
430,1,325,610,182,74,2,0.628196,8
430,7,951,533,55,46,2,0.687327,8
431,1,326,611,182,74,2,0.628196,8
431,7,952,535,55,46,2,0.687327,8
432,1,325,608,183,76,2,0.630864,8
432,7,950,534,56,47,2,0.672164,8
433,1,326,608,183,75,2,0.630864,8
433,7,950,535,56,47,2,0.672164,8
434,1,326,609,182,74,2,0.627492,8
434,7,950,536,58,48,2,0.793281,8
435,1,327,609,182,74,2,0.627492,8
435,7,951,538,58,48,2,0.793281,8
436,1,327,610,180,73,2,0.651009,8
436,7,952,539,58,49,2,0.760367,8
437,1,328,610,179,72,2,0.651009,8
437,7,953,540,58,49,2,0.760367,8
438,1,329,611,179,71,2,0.673706,8
438,7,953,542,58,50,2,0.694625,8
439,1,380,591,138,66,2,0.408002,8
439,7,954,544,59,51,2,0.694625,8
440,1,354,603,156,68,2,0.702391,8
440,7,955,545,60,52,2,0.733187,8
441,1,355,602,155,67,2,0.702391,8
441,7,956,546,60,52,2,0.733187,8
442,1,334,611,173,71,2,0.711274,8
442,7,954,548,60,53,2,0.725658,8
443,1,332,613,175,71,2,0.711274,8
443,7,954,549,60,54,2,0.725658,8
444,1,328,612,181,73,2,0.713754,8
444,7,955,550,61,54,2,0.69257,8
445,1,325,614,183,74,2,0.713754,8
445,7,955,552,61,54,2,0.69257,8
446,1,327,611,182,74,2,0.739289,8
446,7,955,553,64,53,2,0.741221,8
447,1,325,612,183,74,2,0.739289,8
447,7,955,555,65,53,2,0.741221,8
448,1,328,610,183,74,2,0.738497,8
448,7,957,557,64,54,2,0.759791,8
449,1,328,610,183,74,2,0.738497,8
449,7,958,559,65,55,2,0.759791,8
450,1,331,608,180,75,2,0.737753,8
450,7,959,560,65,57,2,0.730621,8
451,1,331,607,180,75,2,0.737753,8
451,7,959,562,65,57,2,0.730621,8
452,1,332,607,179,76,2,0.757718,8
452,7,959,565,65,58,2,0.790413,8
453,1,333,607,179,76,2,0.757718,8
453,7,960,568,65,58,2,0.790413,8
454,1,334,606,179,74,2,0.699085,8
454,7,960,569,65,58,2,0.77049,8
455,1,334,606,179,74,2,0.699085,8
455,7,960,572,65,59,2,0.77049,8
456,1,334,605,179,74,2,0.684626,8
456,7,961,573,66,59,2,0.689606,8
457,1,335,605,179,74,2,0.684626,8
457,7,961,575,66,59,2,0.689606,8
458,1,335,601,180,78,2,0.67097,8
458,7,960,578,67,58,2,0.635911,8
459,1,336,600,180,78,2,0.67097,8
459,7,961,580,67,58,2,0.635911,8
460,1,336,603,178,77,2,0.665756,8
460,7,960,582,68,60,2,0.722472,8
461,1,337,604,178,77,2,0.665756,8
461,7,960,584,68,60,2,0.722472,8
462,1,337,604,177,75,2,0.680337,8
462,7,963,584,71,64,2,0.657023,8
463,1,337,605,177,74,2,0.680337,8
463,7,964,587,72,64,2,0.657023,8
464,1,337,605,179,76,2,0.686668,8
464,7,963,590,76,65,2,0.583373,8
465,1,337,605,179,76,2,0.686668,8
465,7,964,593,76,65,2,0.583373,8
466,1,338,605,179,76,2,0.650373,8
466,7,964,596,77,66,2,0.627563,8
467,1,339,606,179,76,2,0.650373,8
467,7,964,599,77,66,2,0.627563,8
468,1,340,605,177,75,2,0.65784,8
468,7,963,599,78,70,2,0.65842,8
469,1,341,604,176,75,2,0.65784,8
469,7,963,601,79,70,2,0.65842,8
470,1,341,604,176,75,2,0.681966,8
470,7,965,604,79,72,2,0.682797,8
471,1,342,604,176,75,2,0.681966,8
471,7,966,607,79,72,2,0.682797,8
472,1,342,604,177,76,2,0.7012,8
472,7,966,610,80,73,2,0.667327,8
473,1,342,603,177,76,2,0.7012,8
473,7,966,613,80,74,2,0.667327,8
474,1,343,603,177,78,2,0.695167,8
474,7,965,619,82,75,2,0.78631,8
475,1,343,603,178,79,2,0.695167,8
475,7,965,623,83,75,2,0.78631,8
476,1,342,601,178,79,2,0.670662,8
476,7,966,626,82,79,2,0.782452,8
477,1,343,601,179,79,2,0.670662,8
477,7,966,630,82,79,2,0.782452,8
478,1,343,599,179,80,2,0.671368,8
478,7,966,632,84,77,2,0.768086,8
479,1,343,599,179,80,2,0.671368,8
479,7,967,636,84,78,2,0.768086,8
480,1,344,602,177,78,2,0.662487,8
480,7,967,637,86,79,2,0.728777,8
481,1,345,602,177,78,2,0.662487,8
481,7,967,640,86,79,2,0.728777,8
482,1,346,603,175,77,2,0.69932,8
482,7,967,643,91,84,2,0.774889,8
483,1,347,603,175,77,2,0.69932,8
483,7,967,646,92,85,2,0.774889,8
484,1,347,602,176,79,2,0.670618,8
484,7,968,651,92,85,2,0.763507,8
485,1,348,602,176,79,2,0.670618,8
485,7,968,655,93,85,2,0.763507,8
486,1,347,602,177,79,2,0.671505,8
486,7,969,659,94,88,2,0.806107,8
487,1,347,602,177,79,2,0.671505,8
487,7,970,663,95,88,2,0.806107,8
488,1,347,602,177,78,2,0.703196,8
488,7,970,666,99,93,2,0.807912,8
489,1,348,603,177,78,2,0.703196,8
489,7,971,671,100,94,2,0.807912,8
490,1,348,603,177,78,2,0.715171,8
490,7,970,677,100,93,2,0.808921,8
491,1,349,603,177,78,2,0.715171,8
491,7,971,682,101,93,2,0.808921,8
492,1,349,603,177,79,2,0.731694,8
492,7,969,687,105,98,2,0.823557,8
493,1,349,603,177,79,2,0.731694,8
493,7,970,693,106,99,2,0.823557,8
494,1,349,603,177,79,2,0.722296,8
494,7,969,694,108,102,2,0.771509,8
495,1,349,603,178,79,2,0.722296,8
495,7,969,699,109,103,2,0.771509,8
496,1,349,602,178,79,2,0.721199,8
496,7,964,701,113,110,2,0.771426,8
497,1,349,602,178,80,2,0.721199,8
497,7,964,706,114,112,2,0.771426,8
498,1,349,602,178,80,2,0.724988,8
498,7,965,713,116,111,2,0.771001,8
499,1,349,602,178,81,2,0.724988,8
499,7,964,719,116,112,2,0.771001,8
500,1,349,602,177,80,2,0.737477,8
500,7,965,727,118,115,2,0.85988,8
501,1,349,602,177,80,2,0.737477,8
501,7,965,734,118,116,2,0.85988,8
502,1,350,607,175,76,2,0.723743,8
502,7,967,739,120,118,2,0.823021,8
503,1,350,608,175,75,2,0.723743,8
503,7,967,746,120,119,2,0.823021,8
504,1,350,609,174,74,2,0.71817,8
504,7,966,752,127,124,2,0.778767,8
505,1,350,609,174,74,2,0.71817,8
505,7,966,759,128,125,2,0.778767,8
506,1,350,610,174,73,2,0.701818,8
506,7,964,765,130,128,2,0.843329,8
507,1,350,611,174,72,2,0.701818,8
507,7,964,773,131,129,2,0.843329,8
508,1,349,611,174,72,2,0.680515,8
508,7,965,778,134,135,2,0.77474,8
509,1,349,611,174,72,2,0.680515,8
509,7,966,786,135,136,2,0.77474,8
510,1,349,610,175,74,2,0.663486,8
510,7,966,795,139,142,2,0.805744,8
511,1,349,609,175,74,2,0.663486,8
511,7,967,804,140,144,2,0.805744,8
512,1,349,609,176,74,2,0.666527,8
512,7,966,813,145,148,2,0.804471,8
513,1,349,609,176,74,2,0.666527,8
513,7,967,822,146,149,2,0.804471,8
514,1,349,608,177,75,2,0.665765,8
514,7,966,830,149,161,2,0.747747,8
515,1,349,608,177,75,2,0.665765,8
515,7,966,840,150,164,2,0.747747,8
516,1,349,610,177,73,2,0.655516,8
516,7,967,847,153,168,2,0.841561,8
517,1,349,610,178,73,2,0.655516,8
517,7,967,858,154,170,2,0.841561,8
518,1,350,612,177,72,2,0.628118,8
518,7,965,867,160,177,2,0.829438,8
519,1,350,612,177,71,2,0.628118,8
519,7,965,879,161,179,2,0.829438,8
520,1,350,608,178,76,2,0.582082,8
520,7,966,888,167,191,2,0.815036,8
521,1,350,608,179,76,2,0.582082,8
521,7,967,901,169,194,2,0.815036,8
522,1,350,607,178,77,2,0.594466,8
522,7,965,909,176,185,2,0.841567,8
523,1,350,607,178,78,2,0.594466,8
523,7,966,920,177,185,2,0.841567,8
524,1,349,606,179,79,2,0.594998,8
524,7,964,927,182,162,2,0.794451,8
525,1,349,606,179,79,2,0.594998,8
525,7,965,936,183,159,2,0.794451,8
526,1,349,602,181,83,2,0.606151,8
526,7,959,942,190,141,2,0.742836,8
527,1,349,602,181,84,2,0.606151,8
527,7,959,947,191,136,2,0.742836,8
528,1,349,603,180,83,2,0.612465,8
528,7,955,974,195,103,2,0.678482,8
529,1,349,603,180,84,2,0.612465,8
529,7,954,980,196,97,2,0.678482,8
530,1,348,593,184,94,2,0.62117,8
530,7,959,1006,189,71,2,0.572724,8
531,1,349,592,185,95,2,0.62117,8
531,7,959,1013,189,64,2,0.572724,8
532,1,348,589,185,99,2,0.661823,8
532,7,960,1019,189,59,2,0.572724,8
533,1,348,588,186,100,2,0.661823,8
533,7,960,1023,189,54,2,0.572724,8
534,1,347,593,182,95,2,0.611454,8
534,7,960,1027,189,51,2,0.572724,8
535,1,347,593,182,95,2,0.611454,8
535,7,961,1029,189,48,2,0.572724,8
536,1,347,596,180,92,2,0.624638,8
536,7,961,1031,188,46,2,0.572724,8
537,1,347,596,180,92,2,0.624638,8
537,7,961,1033,188,44,2,0.572724,8
538,1,347,599,179,89,2,0.611174,8
538,7,962,1034,188,42,2,0.572724,8
539,1,347,600,178,88,2,0.611174,8
539,7,962,1035,188,41,2,0.572724,8
540,1,347,601,178,87,2,0.640761,8
540,7,962,1036,188,40,2,0.572724,8
541,1,347,602,178,87,2,0.640761,8
541,7,963,1037,188,39,2,0.572724,8
542,1,346,597,180,92,2,0.680469,8
542,7,963,1037,188,39,2,0.572724,8
543,1,346,596,180,92,2,0.680469,8
543,7,963,1038,188,38,2,0.572724,8
544,1,346,595,181,94,2,0.691329,8
544,7,964,1038,188,38,2,0.572724,8
545,1,346,595,181,94,2,0.691329,8
545,7,964,1038,188,38,2,0.572724,8
546,1,346,595,182,95,2,0.739963,8
546,7,964,1038,188,37,2,0.572724,8
547,1,346,595,182,95,2,0.739963,8
547,7,964,1038,188,37,2,0.572724,8
548,1,346,596,183,94,2,0.766744,8
548,7,965,1038,188,37,2,0.572724,8
549,1,346,596,183,94,2,0.766744,8
549,7,965,1038,188,37,2,0.572724,8
550,1,345,598,182,93,2,0.7538,8
550,7,965,1038,188,37,2,0.572724,8
551,1,345,598,182,93,2,0.7538,8
551,7,966,1038,188,37,2,0.572724,8
552,1,345,604,178,88,2,0.705681,8
552,7,966,1038,188,37,2,0.572724,8
553,1,345,605,178,87,2,0.705681,8
553,7,966,1038,188,37,2,0.572724,8
554,1,346,608,176,85,2,0.698373,8
554,7,966,1038,188,37,2,0.572724,8
555,1,345,609,175,84,2,0.698373,8
555,7,967,1038,188,36,2,0.572724,8
556,1,346,610,172,83,2,0.678258,8
556,7,967,1038,188,36,2,0.572724,8
557,1,345,610,172,83,2,0.678258,8
557,7,967,1037,188,36,2,0.572724,8
558,1,346,610,170,83,2,0.658505,8
558,7,968,1037,188,36,2,0.572724,8
559,1,345,610,170,82,2,0.658505,8
559,7,968,1037,188,36,2,0.572724,8
560,1,346,609,172,85,2,0.66624,8
560,7,968,1037,188,36,2,0.572724,8
561,1,346,609,172,85,2,0.66624,8
561,7,968,1037,188,36,2,0.572724,8
562,1,346,608,173,86,2,0.669035,8
562,7,969,1037,188,36,2,0.572724,8
563,1,346,608,173,86,2,0.669035,8
563,7,969,1037,188,36,2,0.572724,8
564,1,346,608,173,86,2,0.671294,8
564,7,969,1036,188,36,2,0.572724,8
565,1,346,609,174,86,2,0.671294,8
565,7,970,1036,188,36,2,0.572724,8
566,1,347,608,174,86,2,0.670518,8
566,7,970,1036,188,36,2,0.572724,8
567,1,347,609,174,86,2,0.670518,8
567,7,970,1036,188,36,2,0.572724,8
568,1,347,607,176,87,2,0.675369,8
568,7,970,1036,188,36,2,0.572724,8
569,1,348,607,176,87,2,0.675369,8
569,7,971,1036,188,36,2,0.572724,8
570,1,347,608,176,87,2,0.676992,8
571,1,348,608,176,87,2,0.676992,8
572,1,347,607,177,88,2,0.671873,8
573,1,347,607,177,88,2,0.671873,8
574,1,347,608,176,87,2,0.659551,8
575,1,347,608,176,87,2,0.659551,8
576,1,347,607,176,87,2,0.666361,8
577,1,347,607,176,87,2,0.666361,8
578,1,347,607,176,87,2,0.669691,8
579,1,347,607,176,87,2,0.669691,8
580,1,346,607,175,87,2,0.673393,8
581,1,346,607,175,87,2,0.673393,8
582,1,347,605,174,88,2,0.681522,8
583,1,346,605,174,88,2,0.681522,8
584,1,346,606,172,87,2,0.667269,8
585,1,346,605,172,87,2,0.667269,8
586,1,346,606,172,85,2,0.656326,8
587,1,346,606,171,85,2,0.656326,8
588,1,347,605,174,86,2,0.6757,9
588,8,981,490,47,36,2,0.618135,9
589,1,347,605,174,86,2,0.6757,9
589,8,981,490,47,36,2,0.618135,9
590,1,347,603,177,88,2,0.689316,9
590,8,981,490,47,36,2,0.618135,9
591,1,347,603,177,88,2,0.689316,9
591,8,984,490,48,39,2,0.476987,9
592,1,347,598,179,92,2,0.719679,9
592,8,985,490,48,39,2,0.476987,9
593,1,347,597,180,92,2,0.719679,9
593,8,986,491,48,40,2,0.476987,9
594,1,346,597,179,92,2,0.695556,9
594,8,987,492,48,40,2,0.476987,9
595,1,346,597,180,92,2,0.695556,9
595,8,987,492,48,40,2,0.476987,9
596,1,346,595,179,93,2,0.720702,9
596,8,988,493,48,40,2,0.476987,9
597,1,346,595,179,94,2,0.720702,9
597,8,989,493,48,40,2,0.476987,9
598,1,346,600,177,88,2,0.676953,9
598,8,983,496,48,40,2,0.52964,9
599,1,346,600,177,88,2,0.676953,9
599,8,983,497,48,40,2,0.52964,9
600,1,347,596,178,91,2,0.70139,9
600,8,983,498,48,40,2,0.52964,9
601,1,347,596,178,92,2,0.70139,9
601,8,983,499,48,41,2,0.52964,9
602,1,348,595,179,92,2,0.629098,9
602,8,983,500,48,41,2,0.52964,9
603,1,348,594,179,92,2,0.629098,9
603,8,982,501,48,41,2,0.52964,9
604,1,348,596,178,90,2,0.613326,9
604,8,982,502,48,41,2,0.52964,9
605,1,348,596,178,90,2,0.613326,9
605,8,982,503,48,41,2,0.52964,9
606,1,347,605,176,81,2,0.601896,9
606,8,982,505,48,41,2,0.52964,9
607,1,347,606,176,80,2,0.601896,9
607,8,982,506,48,41,2,0.52964,9
608,1,347,605,177,79,2,0.585432,9
608,8,982,507,48,41,2,0.52964,9
609,1,347,606,178,79,2,0.585432,9
609,8,982,508,48,41,2,0.52964,9
610,1,347,602,178,82,2,0.561939,9
610,8,985,506,53,47,2,0.479859,9
611,1,347,602,178,82,2,0.561939,9
611,8,986,507,54,47,2,0.479859,9
612,1,347,603,177,81,2,0.608415,9
612,8,986,508,54,47,2,0.479859,9
613,1,347,603,177,81,2,0.608415,9
613,8,986,509,54,47,2,0.479859,9
614,1,347,607,176,76,2,0.658046,9
614,8,987,507,52,45,2,0.411143,9
615,1,347,608,175,75,2,0.658046,9
615,8,987,508,52,45,2,0.411143,9
616,1,347,609,175,74,2,0.691472,9
616,8,988,508,52,45,2,0.411143,9
617,1,347,609,175,74,2,0.691472,9
